title_id,title,genre,authors,weekdays,length,subscribers,rating,views,likes,status,daily_pass,synopsis
4278,Secretaria - Fuera de Servicio,ROMANCE,"KwonKwon,Parand",MONDAY,20,241965,9.7,3718360,469856,ONGOING,False,"Yu-eun Gam es una secretaria muy capacitada. Trabaja para Dohyeok Chae, el implacable CEO de IREN. Un día, harta de la inclemente carga laboral y las crueldades de Dohyeok, en un arrebato compra un billete de lotería, y gana. Colmada de anhelos para su futuro, presenta su renuncia. Pero Dohyeok se la rechaza. "
4254,¡Juro que te amo!,ROMANCE,"Chaban Gae,Gwimul Jam",SATURDAY,18,91559,9.54,815435,108687,ONGOING,False,"""Una chica mató a varias personas. Yo soy el único testigo. Y ahora resulta que... ¡¿es mi vecina?!"".

Esta es la historia de ¿amor? de Chuo Ku y Noa."
4253,¿Quién eres?,ROMANCE,"Lee bum,Do yoon",WEDNESDAY,7,86012,9.75,416682,61595,ONGOING,False,"¿Por qué él siempre se comporta de forma diferente? ¿Por qué siempre habla como si no lo conociera? ¿Acaso tienes un hermano gemelo que me confunde cada vez que puede? Sí, es eso, Hae-jin. Tu hermano gemelo me confunde y me hace pensar que no sé quién demonios eres en realidad. ¡Quiero saber la verdad!"
4252,Vixen: NYC,SUPER_HERO,"Jasmine Walls,Manou Azumi,Omar Vallejos,Hailey June,Toby Fan,BBM,Micah Myers,ITSURYUU",FRIDAY,16,22613,9.51,171604,28143,ONGOING,False,"Justo antes de empezar la universidad, Mari Jiwe recibe un regalo de su abuela: un tótem ancestral que supuestamente tiene poderes mágicos. Mari atesora la reliquia familiar, pero no cree en lo sobrenatural. Sin embargo, cuando llega a Nueva York, nota que en esa ciudad está sucediendo algo raro. Sobre todo con los animales. Así, mientras lucha contra ratas salvajes y trata de no quedarse dormida en clase, comienza a descubrir un patrón macabro: están desapareciendo chicas muy parecidas a ella, y tiene el presentimiento de que va a ser la próxima. Ah, y como si eso fuera poco, parece que el tótem sí tenía poderes mágicos. ¿Así quién puede concentrarse y estudiar?"
4251,La venganza del amor,ROMANCE,Tino,"MONDAY,THURSDAY",30,111081,9.54,2161643,266240,ONGOING,False,"Ren y Sakura son amigos de la infancia que empiezan a salir juntos. Pero cuando Ren termina la relación, seis meses más tarde, Sakura decide dar todo de ella para entrar a una preparatoria mejor que la de él. El esfuerzo tiene sus frutos, y Sakura logra su objetivo después de meses de estudio (y de evitar a Ren)... pero no todo sale según lo planeado. La suerte hace que los dos terminen en la misma preparatoria, en la misma clase, ¡y sentados uno al lado del otro! Sakura quiere olvidar a Ren, ¿pero cómo? ¡Si tiene que verlo todo el tiempo! Los sentimientos que creía haber superado... ¿están volviendo?"
4250,La Pasarela,ROMANCE,"Domi,Hirachell,Nokdu",FRIDAY,18,290745,9.74,4359665,489287,ONGOING,False,"¡¿Mi aventura de una noche en París es mi nuevo jefe?! 
Jian, una editora de la revista de modas La Pasarela, viaja impulsivamente a París luego de descubrir que su exnovio tiene una aventura. Allí conoce a un tipo misterioso, guapo y un poco cínico que la protege de un carterista en París, y termina pasando la noche con él.
Tres meses después, vuelve a encontrarse con él en la oficina, ¡como el nuevo y prestigioso jefe de edición recién llegado de Francia!"
4249,Tundra,DRAMA,"S,Minseok Kang",WEDNESDAY,17,16733,9.51,63378,11493,ONGOING,False,"Así como el subsuelo gélido impide que la vegetación crezca en los climas áridos de la tundra, la corrupción de la sociedad coreana actual no permite que sus individuos se desarrollen y alcancen todo su potencial. A pesar de que Corea es reconocida como un ejemplo de modernización, la influencia del capital en la política, la legislación, la prensa y las finanzas de ese país se consolida cada día más. Las personas son meros peones de ese sistema pútrido. El destino del fiscal Sewon Lee y el detective Dohun Kim era ser dos peones más, usados y descartados como basura. Pero ellos no están dispuestos a renunciar a su vida, y lucharán por exponer el lado más oscuro de las autoridades."
4248,Morgana y Oz,FANTASY,Miyuli,SUNDAY,18,123748,9.83,1351606,209242,ONGOING,False,"¿Qué sucede cuándo una bruja en apuros se encuentra con un vampiro angustiado? Amor o guerra. Morgana pertenece a un extenso linaje de brujos y Oz, al clan de vampiros rival. Luego de un encuentro fortuito… y tal vez algunos hechizos perdidos… los dos deberán encontrar una forma de trabajar juntos o arriesgarse a declarar la guerra entre el aquelarre y el clan."
4247,El acuerdo prenupcial,ROMANCE,"Siwon,Flada,anne",THURSDAY,19,158102,9.62,1763983,229777,ONGOING,False,"¿Qué puede hacer una chica que ha jurado nunca más enamorarse? ¡Casarse, obviamente! Luego de que una relación de ocho años deja a Seunghui Wu traumatizada, jura que nunca más volverá a estar con alguien más. Pero cuando su padre le muestra un antiguo contrato en el cual la prometió a ella en matrimonio al hijo de otro hombre, no le quedan muchas opciones. A pesar de sus circunstancias, Seunghui está determinada a casarse en sus propios términos, convenientemente descritos… ¡en un acuerdo prenupcial!"
4246,Para el que nunca me amó,ROMANCE,"Han Seol On,Yeonseo,Pada,Saebyeok",SATURDAY,19,134046,9.37,1373177,177902,ONGOING,False,"Él, un héroe con el sueño de unificar el continente. Yo, una simple chica que estaba a punto de convertirse en ofrenda para un gran monstruo. Como era de esperarse, él, el héroe, me salvó a mí. Y yo, inevitablemente, me enamoré de él. Pero la triste realidad es que un héroe famoso y mítico no termina con una chica como yo, sino con una bella y noble princesa. Y así fue: él unificó el continente y se casó con esa princesa. ¿Dónde quedo yo? Yo decidí irme porque no sé cuándo me amará. Espero que sea pronto."
